paragraph,gpt_oss_or_label,gpt_oss_or_reasoning,gpt_oss_or_confidence,gpt_oss_or_considered,tier
"Example 4
A word game requires players to select 4 tiles from a bag containing 26 tiles, each with one of the letters A through Z written on it. If each letter appears once and only once, what is the probability that a player will be able to spell CATS with his tiles?
Solution
Since a player needs a C, an A, a T and an S in any order, we are looking at a combination calculation. We first need to determine how many combinations there are, choosing 5 letters from a total of 26:
Choosing 4 from 26: 26C4 = 26! / ((26−4)!4!) = 26! / (22!4!) = (26×25×24×23) / (4×3×2×1) = 59,800 combinations.
Since only one combination allows a player to spell CATS, the probability of getting that combination is 1/59,800 .",NA,"The paragraph presents a standard example problem and solution without any focus on errors, mistakes, or comparing student work.",high,,B_boundary
"5. Looking at the odds that you came up with in question 4, devise a sensible payout plan for the lottery—in other words, how big should the prizes be for players who match 1, 2, or all 3 numbers? Assume that tickets cost $1. Don’t forget to take into account the following:
a. The town uses the lottery to raise money for schools and sports clubs.
b. Selling tickets costs the town a certain amount of money.
c. If payouts are too low, nobody will play!",NA,"The paragraph asks students to devise a payout plan based on odds, with no mention of errors, mistakes, or comparing student work.",high,,B_boundary
"Example 1
There are 7 marbles in a bag: 4 green, 2 blue and 1 red. Peter reaches into the bag and blindly picks a single marble. The following letters refer to these events:
• A –the marble is red
• B –the marble is blue
• C –the marble is green
Find the following:
a. P(A)
b. P(B)
c. P(C)
d. P(B or A)
e. P(C or A)
f. P(C or B or A)
g. P(A and C)
Solution
Look at the 3 events A, B and C. They must be mutually exclusive: if we pick a single marble from the bag then it must be either red or blue or green. There is no possibility of it being both blue and green!
a) There are 7 marbles and only one is red, so P(A) = 1/7.
b) There are 7 marbles and 2 are blue, so P(B) = 2/7.
c) There are 7 marbles and 4 are green, so P(C) = 4/7.
d) The events are mutually exclusive, therefore P(B or A) = P(B) + P(A) = 2/7 + 1/7 = 3/7.
e) The events are mutually exclusive, therefore P(C or A) = P(C) + P(A) = 4/7 + 1/7 = 5/7.
f) The events are mutually exclusive, therefore P(C or B or A) = P(C) + P(B) + P(A) = 4/7 + 2/7 + 1/7 = 7/7 = 1.
g) The events are mutually exclusive, so P(A and C) = 0.
The last two results make sense: P(C or B or A) means the probability of the marble being green blue or red. It must be one of these. And P(A and C) is the probability of the marble being both red and green. There are no such marbles in the bag!
Earlier we learned about permutations and combinations. We often have to use these calculations when determining the probability of mutually exclusive events.",NA,"The paragraph presents a standard example problem with solution and does not involve identifying or correcting errors, comparing student work, or warning about common mistakes.",high,,B_boundary
"Find the Probability of Overlapping Events
Sometimes we wish to look at overlapping events. In essence, this means two events that are NOT mutually exclusive. For instance, if you pick a card at random from a standard deck, what is the probability that you’ll get a card which is either a seven or a diamond? Let’s use this as our next example:
Example 3
If you pick a card at random from a standard 52-card deck, what is the probability that you get a card which is either a seven or a diamond?
Solution
One thing we can say for certain is that these two events are not mutually exclusive (it is possible to get a card which both a seven and a diamond). First of all, let’s look at the information we have:
• There are 52 cards –the chances of picking any particular one is 1/52.
• There are 4 sevens (diamond, heart, club, spade) –the chances of picking a seven is 4/52 = 1/13.
• There are 13 diamonds (ace through king) –the chances of picking a diamond is 13/52 = 1/4.
• The chances of picking the seven of diamonds is 1/52.
So there are 4 sevens, 13 diamonds and 1 card that is both (the seven of diamonds). That means we can’t just add up the number of sevens and the number of diamonds, because if we did that, we’d be counting the seven of diamonds twice. Instead, we have to add up the number of sevens and the number of diamonds, and then subtract the number of cards that fit in both categories. That means there are (4 + 13 − 1) = 16 cards that are seven or diamond. The probability of getting a seven or a diamond is therefore 16/52 = 4/13.
We can check this by listing all the cards in the deck and highlighting those that are sevens or diamonds:
You can see that there are 16 cards that fit, not the 17 we’d get if we just added up the sevens and the diamonds. Look again at the numbers: the number of cards that are seven or diamond is (number of sevens) plus (number of diamonds) minus (number of seven and diamond). In probability terms we can write this as:
P(seven or diamonds) = P(seven) + P(diamonds) − P(seven and diamonds)
This leads to a general formula:
For overlapping events : P(A or B) = P(A) + P(B) − P(A and B)",NA,"The paragraph explains a concept and provides a worked example without asking the reader to locate or correct an error, nor does it warn about a common student mistake explicitly.",high,,B_boundary
"Example 5
Out of the 480 students in a school, 40 have art first period; also, 96 students have math first period. Find the probability that a student picked at random will either have math or art in first period.
Solution
A student cannot take both math and art during the same period, so the events are not overlapping. If event A is having art first period and event B is having math first period, P(A and B) = 0. We want to find P(A or B).
P(A or B) = P(A) + P(B) − P(A and B)
P(A or B) = 40/480 + 96/480 − 0
P(A or B) = 96/480
P(A or B) = 1/5 = 20%",NA,"The paragraph presents a straightforward example and solution without asking the reader to find or correct an error, compare students, or warn about common mistakes.",high,,B_boundary
"13.5 Measures of Central Tendency and Dispersion
Learning Objectives
• Compare measures of central tendency.
• Measure the dispersion of a collection of data.
• Calculate and interpret measures of central tendency and dispersion for real-world situations.",NA,"The paragraph lists learning objectives and contains no mention of errors, mistakes, or conflict between students.",high,,B_boundary
"Comparing Measures of Central Tendency
The word “average” is often used to describe the general characteristics of a group of unequal objects. Mathematically, an average is a single number which can be used to summarize a collection of numerical values. In mathematics, there are several types of “averages” with the most common being the mean, the median and the mode.",NA,"The paragraph only defines and explains averages without mentioning any errors, mistakes, or contrasting student work.",high,,B_boundary
"Mean
The arithmetic mean of a group of numbers is found by dividing the sum of the numbers by the number of values in the group. In other words, we add all the numbers together and divide by the number of numbers.
Example 1
Find the mean of the numbers 11, 16, 9, 15, 5, 18.
Solution
There are six separate numbers, so the mean = (11+16+9+15+5+18) / 6 = 74/6 = 12 1/3 .
The arithmetic mean is what most people automatically think of when the word average is used with numbers. It’s generally a good way to take an average, but it can be misleading when a small number of the values lie very far away from the rest. A classic example would be when calculating average income. If one person (such as former Microsoft Corporation chairman Bill Gates) earns a great deal more than everyone else who is surveyed, then that one value can sway the mean significantly away from what the majority of people earn.",NA,"The paragraph only defines the arithmetic mean, provides an example and discusses its properties; it does not present an error, compare student work, or warn about a common mistake.",high,,B_boundary
"Example 2
The annual incomes for 8 professions are shown below. Form the data, calculate the mean annual income of the 8 professions.
TABLE 13.5:
Farming, Fishing, and Forestry: $19,630
Sales and Related: $28,920
Architecture and Engineering: $56,330
Healthcare Practitioners: $49,930
Legal: $69,030
Teaching & Education: $39,130
Construction: $35,460
Professional Baseball Player*: $2,476,590
(Source: Bureau of Labor Statistics, except (*)-The Baseball Players’ Association (playbpa.com)).
Solution
There are 8 values listed, so the mean is
(19630+28920+56330+49930+69030+39130+35460+2476590) / 8 = $346,877.50
As you can see, the mean annual income is substantially larger than the income of 7 out of the 8 professions. The effect of the single outlier (the baseball player) has a dramatic effect on the mean, so the mean is not a good method for representing the ’average’ salary in this case.",NA,"The paragraph presents an example calculation and discusses the effect of an outlier; it does not ask the reader to find or correct an error, compare student work, or warn about common mistakes.",high,,B_boundary
"Range
Range is the simplest measure of dispersion. It is simply the total spread in the data, calculated by subtracting the smallest number in the group from the largest number.
Example 6
Find the range and the median of the following data:
223, 121, 227, 433, 122, 193, 397, 276, 303, 199, 197, 265, 366, 401, 222
Solution
The first thing to do in this case is to order the data, listing all values in ascending order:
121, 122, 193, 197, 199, 222, 223, 227, 265, 276, 303, 366, 397, 401, 433
Note: It is extremely important to make sure that you don’t skip any values when you reorder the list. Two ways to do this are (i) cross out the numbers in the original list as you write them in the second list, and (ii) count the number of values in both lists when you are done. In this example, both lists contain 15 values, so we can be sure we didn’t miss any (as long as we didn’t count any twice!)
The range is found by subtracting the lowest value from the highest: 433−122 = 311.
And now that the list is ordered, we can see that the median is the 8th value: 227.",NA,"The paragraph only defines range, provides an example and solution steps without asking the reader to find or correct errors, compare approaches, or warn about common mistakes.",high,,B_boundary
"Example 9
James and John both own fields in which they plant cabbages. James plants cabbages by hand, while John uses a machine to carefully control the distance between the cabbages. The diameters of each grower’s cabbages are measured. James’s cabbages have an average (mean) diameter of 7.10 inches with a standard deviation of 2.75 inches; John’s have a mean diameter of 6.85 inches with a standard deviation of 0.60 inches.
John claims his method of machine planting is better. James insists it is better to plant by hand. Use the data to provide a reason to justify both sides of the argument.
Solution
• James’s cabbages have a larger mean diameter, so on average they are larger than John’s. The larger standard deviation also means that there will be a number of cabbages which are significantly bigger than most of John’s.
• John’s cabbages are smaller on average, but only by a little bit (one quarter inch). Meanwhile, the smaller standard deviation means that the sizes of his cabbages are much more predictable. The spread of sizes is much less, so they all end up being closer to the mean. While he may not have many extra large cabbages, he will not have any that are excessively small either, which may be better for any stores to which he sells his cabbages.",COMPARE_AND_CONTRAST,"The paragraph presents two named individuals with opposing claims about which planting method is better and asks to justify both sides, matching the compare-and-contrast pattern.",high,,B_boundary
"3. Ten house sales in Encinitas, California are shown in the table below. Find the mean, median and standard deviation for the sale prices. Explain, using the data, why the median house price is most often used as a measure of the house prices in an area.
TABLE 13.9:
643 3RD ST: $1,137,000 (6/5/2007)
911 CORNISH DR: $879,000 (6/5/2007)
911 ARDEN DR: $950,000 (6/13/2007)
715 S VULCAN AVE: $875,000 (4/30/2007)
510 4TH ST: $1,499,000 (4/26/2007)
415 ARDEN DR: $875,000 (5/11/2007)
226 5TH ST: $4,000,000 (5/3/2007)
710 3RD ST: $975,000 (3/13/2007)
68 LA VETA AVE: $796,793 (2/8/2007)
207 WEST D ST: $2,100,000 (3/15/2007)",NA,"The paragraph asks students to compute statistics and explain a concept; it does not present an error, compare student work, or warn about common mistakes.",high,,B_boundary
"4. Determine which average (mean, median or mode) would be most appropriate for the following.
a. The life expectancy of store-bought goldfish.
b. The age in years of audience for a kids TV program.
c. The weight of potato sacks that a store labels as “5 pound bag.”",NA,"The paragraph simply asks students to choose an appropriate average for given scenarios, with no mention of errors, mistakes, or comparisons of student work.",high,,B_boundary
"5. Two bus companies run services between Los Angeles and San Francisco. Inter-Cal Express takes a mean time of 9.5 hours to make the trip, with a standard deviation of 0.25 hours. Fast-Dog Travel takes 8.75 hours on average, with a standard deviation of 2.5 hours. If Samantha needs to travel between the cities, which company should she choose if:
a. She needs to be on time for a meeting in San Francisco.
b. She travels weekly to visit friends who live in San Francisco and wishes to minimize the time she spends on a bus over the entire year.",NA,"The paragraph presents a standard application problem about choosing a bus company based on statistics, with no mention of errors, mistakes, or student work to correct.",high,,B_boundary
"Make and Interpret Stem-and-Leaf Plots
Another useful way to display data is with a stem-and-leaf plot. Stem-and-leaf plots are especially useful because they give a visual representation of how the data is clustered, but preserve all of the numerical information. A stem-and-leaf plot consists of a vertical “stem” containing the first digit of each number, with the rest of each number written to the right of the stem like a “leaf.” In the stem and leaf plot below, the first number represented is 21. It is the only number with a stem of 2, so that makes it the only number in the 20’s. The next two numbers have a common stem of 3. They are 33 and 36. The next numbers are 40, 46 and 47.
Stem-and-leaf plots have a number of advantages over simply listing the data in a single line.
• They show how data is distributed, and whether it is symmetric around the center.
• They can be used as the data is being collected.
• They make it easy to determine the median and mode.
Stem-and-leaf plots are not ideal for all situations; in particular they are not practical when the data is too tightly clustered. For example, with the data above about students’ siblings, all the data points would occupy the same stem (zero). In that case, no additional information could be gained from a stem-and-leaf plot.",NA,"The paragraph only explains what stem-and-leaf plots are, their advantages, and a limitation; it does not present any student error, comparison, or warning about common mistakes.",high,,B_boundary
"Make and Interpret Histograms
Look again at the example of the algebra students and their siblings. The data was collected in the following list.
1, 4, 2, 1, 0, 2, 1, 0, 1, 2, 1, 0, 0, 2, 2, 3, 1, 1, 3, 6
We were able to organize the data into a table. Here is the table again, but this time we will use the word frequency as a header to indicate the number of times each value occurs in the list.
TABLE 13.11:
Number of siblings / Frequency: 0: 4, 1: 7, 2: 5, 3: 2, 4: 1, 5: 0, 6: 1
Now we could use this table as an (x, y) coordinate list to plot a line diagram like this one:
While this diagram does indeed show the data, it is somewhat misleading. For example, the continuous line joining the number of students with one and two siblings makes it look like we know something about how many students have 1.5 siblings (which of course, is impossible). In this case, where the data points are all integers, it’s wrong to suggest that the function is continuous between the points!
When the data we are representing falls into well defined categories (such as the integers 1, 2, 3, 4, 5 & 6) it is more appropriate to use a histogram to display that data. A histogram for this data is shown below.",COMMON_ERROR_ALERT,"The paragraph warns that using a line diagram for categorical integer data is misleading, alerting readers to a common mistake.",high,,B_boundary
"Example 2
Rowena made a survey of the ages of passengers in a train carriage, and collected the results in a table. Display the results as a histogram.
TABLE 13.12:
Age range / Frequency:
0–9: 6
10–19: 2
20–29: 9
30–39: 8
40–49: 11
50–59: 4
60–69: 2
70–79: 0
80–89: 1
Solution
Since the data is already collected into intervals we will use these as our bins for the histogram. Even though the top end of the first interval is 9, the bin on our histogram will extend to 10. This is because, as we move to continuous data, we have a range of numbers that goes right up to the lower end of the following bin, even if it doesn’t include that number. The range of values for the first bin would therefore be 0 ≤ x < 10, and all the other bins would have similarly described ranges.",NA,"The paragraph presents a data-collection scenario and explains how to construct a histogram, without mentioning any errors, mistakes, or comparisons.",high,,B_boundary
"Example 3
The box-and-whisker plots below represent the times taken by a school class to complete an obstacle course. The times have been separated into boys and girls. The boys and the girls each think that they did best. Determine the five number summary for both the boys and the girls and give a convincing argument for each of them.
Solution
Comparing two sets of data with a box-and-whisker plot is relatively straightforward. For example, you can see that the data for the boys is more spread out, both in terms of the range and the inter-quartile range.
The five number summary for each is shown in the table below.
TABLE 13.15:
Boys / Girls:
Lowest value: 1:30 / 1:40
First Quartile: 2:00 / 2:30
Median: 2:30 / 2:55
Third Quartile: 3:30 / 3:20
Highest value: 5:10 / 4:10
Here are some points each side could use in their argument:
Boys:
• The boys had the fastest time (1 minute 30 seconds), so the fastest individual was a boy.
• The boys also had the smaller median (2 minutes 30 seconds), meaning half of the boys were finished when only one fourth of the girls were finished (since the girls’ first quartile is also 2:30). In other words, the boys’ average time was faster.
Girls:
• The boys had the slowest time (5 minutes 10 seconds), so by the time all the girls were finished there was still at least one boy completing the course.
• The girls had the smaller third quartile (3 min 20 seconds), meaning that even without taking the slowest fourth of each group into account, the girls were still quickest.",NA,"The paragraph asks students to compute summaries and argue for each group; it does not present an error to find, correct, or warn about, nor does it involve named students with conflicting answers.",high,,B_boundary
"Representing Outliers in a Box-and-Whisker Plot
Box-and-whisker plots can be misleading if we don’t take outliers into account. An outlier is a data point that does not fit well with the other data in the list. For box-and-whisker plots, we can define which points are outliers by how far they are from the box part of the diagram. Defining which data are outliers is somewhat arbitrary, but many books use the norm that follows. Our basic measure of distance will be the inter-quartile range (IQR).
• A mild outlier is a point that falls more than 1.5 times the IQR outside of the box.
• An extreme outlier is a point that falls more than 3 times the IQR outside of the box.
When we draw a box-and-whisker plot, we don’t include the outliers in the “whisker” part of the plot; instead, we draw them as separate points.",NA,"The paragraph only explains what outliers are and how to represent them in a box-and-whisker plot; it does not present a student error, ask to find or correct an error, compare students, or warn about a frequent student mistake.",high,,B_boundary
"2. A simulation of a large number of runs of rolling 3 dice and adding the numbers results in the following 5-number summary: 3, 8, 10.5, 13, 18. Make a box-and-whisker plot for the data and comment on the differences between it and the plot in example 2.",NA,"The paragraph asks students to create a plot and comment on differences, with no mention of errors, mistakes, or comparing student work.",high,,B_boundary
10. Is it possible for either of the whiskers in a box-and-whisker plot to be longer than the box? Explain.,NA,"The paragraph asks a conceptual question about box-and-whisker plots without referencing any student error, comparison, or warning.",high,,B_boundary
"Random Sampling This method simply involves picking people at random from the population we wish to poll. However, this doesn’t mean we can simply ask the first fifty people who walk by in the street. For instance, if you were conducting a survey on people’s eating habits, you’d get different results if you were standing in front of a fast-food restaurant than if you were standing in front of a health food store. In a true random sample, everyone in the population must have the same chance of being chosen. Calling people on the phone, for example, might be a better way of getting a random sample for a survey about eating habits.",NA,"The paragraph explains random sampling and warns against a flawed approach, but it does not present a named student's error, ask the reader to find or correct an error, or explicitly label a common student mistake.",high,,B_boundary
"Sample Size In order for sampling to work well, the sample size must be large enough to lessen the effect of a biased sample. For example, if you randomly sample 6 children, there is a fairly good chance that most or all of them will be boys. If you randomly sample 6000 children, it’s far more likely that they will be approximately equally spread between boys and girls. Even in stratified sampling (when we would likely poll equal numbers of boys and girls) it’s important to have a large enough sample to include other kinds of different viewpoints. The sample size is determined by the precision desired for the population. The larger the sample size is, the more precise the estimate is. However, the larger the sample size, the more expensive and time consuming the statistical study becomes. In more advanced statistics classes you’ll learn how to use statistical methods to determine the best sample size for a given survey.",NA,"The paragraph explains sample size concepts without presenting student errors, error detection tasks, or warnings about common mistakes.",high,,B_boundary
"Identify Biased Samples Once we have identified our population, it is important that the sample we choose accurately reflect the spread of people present in the population. If the sample we choose ends up with one or more sub-groups that are either over-represented or under-represented, then the sample is biased. The results of a biased sample might not really represent the entire population, so we want to avoid selecting one. Stratified sampling helps, but it doesn’t always eliminate bias in a sample. Even with a large sample size, we may be consistently picking one group over another. Some samples may deliberately seek a biased sample in order to bolster a particular viewpoint. For example, if a group of students were trying to petition the school to allow eating candy in the classroom, they might try to show that a lot of students support this idea by surveying students immediately before lunchtime when they are all hungry. The practice of polling only those who you believe will support your cause is sometimes referred to as cherry picking.",NA,"The paragraph explains the concept of biased samples and gives an example, without prompting the reader to find or correct an error, compare approaches, or warn about a common student mistake.",high,,B_boundary
"Many surveys may have a non-response bias. For example, if researchers simply hand out questionnaires on a street corner and ask people to fill them out and then mail them in, most people will just throw the questionnaires away. Only people who are really interested in the subject will bother to send them in, and those might also be the people who are more likely to answer the questions a certain way. (Imagine if the questionnaire asked “Do you care a lot about surveys?” People who cared about surveys would answer it, people who didn’t care wouldn’t bother, and a researcher just looking at the surveys that got sent in would conclude that everybody cares about surveys, because everybody who actually answered the survey said yes!) Non-response bias may be reduced by conducting face-to-face interviews. When you talk to people in person, you can get them to agree to answer a question before you tell them what it is, and then the people you get answers from won’t just be the people who care a lot about the question.",NA,"The paragraph explains non-response bias and how to reduce it; it does not present a student's work, ask to find or correct an error, compare student approaches, or warn about a common student mistake.",high,,B_boundary
"Self-selected respondents tend to have stronger opinions on subjects than others and are more motivated to respond. For this reason, phone-in and online polls also tend to be poor representations of the overall population. Even if it looks like both sides are responding, the poll may disproportionately represent extreme viewpoints from both sides, while ignoring more moderate opinions which may, in fact, be the majority view. Self-selected polls are generally regarded as unscientific.",NA,"The paragraph discusses survey methodology and bias, with no mention of student errors, error detection, or comparison of student work.",high,,B_boundary
"A classic example of a biased sample occurred in the 1948 Presidential Election. On Election night, the Chicago Tribune printed the headline DEWEY DEFEATS TRUMAN, which turned out to be mistaken. The reason the paper was mistaken is that their editor trusted the results of a phone survey. Telephones were still relatively new at the time, so the people who had them tended to be wealthier than average; therefore, a sample of people who had telephones was not a representative sample of the population at large. (The above text is adapted from Wikipedia http://www.wikipedia.org/wiki/Biased_sample .)",NA,"The paragraph explains a historical example of a biased sample but does not ask the reader to find or correct an error, nor does it present conflicting student answers or explicitly warn students about a common mistake.",high,,B_boundary
"Example 2 Identify each sample as biased or unbiased. If the sample is biased explain how you would improve your sampling method. a) Asking people shopping at a farmer’s market if they think locally grown fruit and vegetables are healthier than supermarket fruits and vegetables. b) You want to find out public opinion on whether teachers get paid a sufficient salary by interviewing the teachers in your school. c) You want to find out if your school needs to improve its communications with parents by sending home a survey written in English. Solution a) This would be a biased sample because people who shop at farmer’s markets are more likely than the average person to think that locally grown produce is better. The study could be improved by interviewing an equal number of people coming out of a supermarket, or by interviewing people in a more neutral environment such as the post office. b) This is a biased sample because teachers probably would think they should get a higher salary, but that doesn’t mean everybody else would agree. A better sample could be obtained by constructing a stratified sample with people in different income categories. c) This is a biased sample because only English-speaking parents would understand the survey, and parents who don’t speak English would be more likely to find that the school doesn’t communicate with them well. The study could be improved by sending different versions of the survey written in languages spoken at the students’ homes.",NA,"The paragraph presents a problem and its solution about bias in sampling, without showing a student's error, comparing students, or warning about common mistakes.",high,,B_boundary
"Identify Biased Questions When you are creating a survey, you must think very carefully about the questions you should ask, how many questions are appropriate and even the order in which the questions should be asked. A biased question is a question that is worded in such a way (whether intentional or not) that it causes a swing in the way people answer it. Biased questions can lead even a representative, non-biased population sample to answer in a way that does not accurately reflect the larger population. While biased questions are a bad way to judge the overall mood of a population, they are sometimes used by politicians or advertising companies to falsely suggest that a product or policy is more or less popular than it really is. There are several ways to spot biased questions: • They may use polarizing language, words and phrases that people associate with emotions: – Is it right that farmers murder animals to feed people? – How much of your time do you waste on TV every week? – Should we be able to remove a person’s freedom of choice over cigarette smoking? • They may refer to a majority or to a supposed authority: – Would you agree with the American Heart and Lung Association that smoking is bad for your health? – The president believes that criminals should serve longer prison sentences. Do you agree? – Do you agree with 90% of the public that the car on the right looks better? • The question may be phrased so as to suggest the person asking the question already knows the answer: – It’s OK to smoke so long as you do it on your own, right? – You shouldn’t be forced to give your money to the government, should you? – You wouldn’t want criminals free to roam the streets, would you? • The question may be phrased in ambiguous way (often with double negatives) which may confuse people: – Do you reject the possibility that the moon landings never took place? – Do you disagree with people who oppose the ban on smoking in public places?",COMMON_ERROR_ALERT,"The paragraph warns readers about a common mistake—creating biased survey questions—and lists ways to spot them, matching the COMMON_ERROR_ALERT pattern.",high,,B_boundary
"In addition to biased questions, the overall design of a survey can be biased in other ways. In particular, question order can play a role. For example, a survey may contain several questions on people’s attitudes to cigarette smoking. Then, if the question “What, in your opinion, are the three biggest threats to public health today?” is asked at the end of the survey, people will be more likely to give “smoking” as one of their answers than they would be if that question had been asked as part of a different survey, or if it had been placed at the beginning of this survey instead of at the end.",NA,"The paragraph only describes a potential bias in survey design and does not involve a named student, error detection, correction, or a warning about a common student mistake in math context.",high,,B_boundary
"2. Comment on the way the following samples have been chosen. For the unsatisfactory cases, suggest a way to improve the sample choice. a. You want to find whether wealthier people have more nutritious diets by interviewing people coming out of a five-star restaurant. b. You want to find if there is there a pedestrian crossing needed at a certain intersection by interviewing people walking by that intersection. c. You want to find out if women talk more than men by interviewing an equal number of men and women. d. You want to find whether students in your school get too much homework by interviewing a stratified sample of students from each grade level. e. You want to find out whether there should be more public busses running during rush hour by interviewing people getting off the bus. f. You want to find out whether children should be allowed to listen to music while doing their homework by interviewing a stratified sample of male and female students in your school.",NA,"The paragraph asks students to comment on sample choices and suggest improvements; it does not present a student's error, compare approaches, explicitly ask to locate an error, or warn about common mistakes.",high,,B_boundary
"1. The above table depicts the profit in dollars taken in by a store each day.
Day: 1, 2, 3, 4, 5
Profit: 20, 40, 60, 80, 100
a. Write a mathematical equation that describes the relationship between the variables in the table.
b. What is the profit on day 10?
c. If the profit on a certain day is $200, what is the profit on the next day?",NA,"The paragraph asks students to write an equation and compute values; it contains no error-focused prompts, named students, or warnings about common mistakes.",high,,C_control
"Find Theoretical Probability of an Event
The theoretical probability of an event is a measure of how likely a given outcome (the event) is for a particular experiment, such as tossing a coin. If the experiment were carried out a nearly infinite number of times, the probability of a particular event would be the ratio of how many times a particular outcome occurred to how many times the experiment was performed.
We write the probability that a particular event, E, occurs as:
P(E)",NA,"The paragraph only defines theoretical probability and provides a formula; it does not present any error, compare approaches, or warn about common mistakes.",high,,C_control
"If we multiply the function by a constant bigger than one, the function increases faster the greater the constant is.",NA,"The paragraph is a factual statement about function behavior, with no mention of errors, mistakes, or student work.",high,,C_control
"Introduction
The rules for multiplying and dividing rational expressions are the same as the rules for multiplying and dividing rational numbers, so let’s start by reviewing multiplication and division of fractions. When we multiply two fractions we multiply the numerators and denominators separately:
a/b · c/d = (a · c)/(b · d)
When we divide two fractions, we replace the second fraction with its reciprocal and multiply, since that’s mathematically the same operation:
a/b ÷ c/d = a/b · d/c = (a · d)/(b · c)",NA,"The paragraph only explains multiplication and division of fractions; it does not present errors, compare student work, or warn about common mistakes.",high,,C_control
"Example 2
Harika is rolling 3 dice and adding the numbers together. She records the total score for each of 50 rolls, and the scores she gets are shown below. Display the data in a box-and-whisker plot, and find both the range and the inter-quartile range.
9, 10, 12, 13, 10, 14, 8, 10, 12, 6, 8, 11, 12, 12, 9, 11, 10, 15, 10, 8, 8, 12, 10, 14, 10, 9, 7, 5, 11, 15, 8, 9, 17, 12, 12, 13, 7, 14, 6, 17, 11, 15, 10, 13, 9, 7, 12, 13, 10, 12
Solution
First we’ll put the list in order. Since there are 50 data points, (n+1)/2 = 26.5, so the median will be the mean of the 25th and 26th values. The median will split the data into two lists of 25 values; we can write them as two distinct lists.
5,6,6,7,7,7,8,8,8,8,8,9, 9 ,9,9,9,10,10,10,10,10,10,10,10, 10 , 11 ,11, 11,11,12,12,12,12,12,12,12,12,12, 13 ,13,13,13,14,14,14,15,15,15,17,17
Since each sub-list has 25 values, the first and third quartiles of the entire data set can be found from the median of each smaller list. For 25 values, (n+1)/2 = 13, and so the quartiles are given by the 13th value from each smaller sub-list.
From the ordered list we can see the five number summary:
• The lowest value is 5
• The first quartile is 9
• The median is 10.5
• The third quartile is 13
• The highest value is 17.
The range is given by subtracting the smallest value from the largest value: 17−5 = 12.
The inter-quartile range is given by subtracting the first quartile from the third quartile: 13−9 = 4.",NA,"The paragraph presents a data set and a worked solution without asking the reader to find or correct errors, compare approaches, or warn about common mistakes.",high,,C_control
"Example 6
Solve x/2 − x/3 = 6.
This problem requires us to deal with fractions. We need to write all the terms on the left over a common denominator of six.
3x/6 − 2x/6 = 6
Then we subtract the fractions to get x/6 = 6.
Finally we multiply both sides by 6 to get x = 36.",NA,"The paragraph presents a straightforward worked example without asking the reader to find or correct an error, nor does it warn about common mistakes.",high,,C_control
"As a result of this property, for any non-negative number a we know that \sqrt[n]{a^n} = a^{n/n} = a.
Since roots of numbers can be treated as powers, we can use exponent rules to simplify and evaluate radical expressions. Let’s review the product and quotient rule of exponents.
Raising a product to a power: (x · y)^n = x^n · y^n
Raising a quotient to a power: (x/y)^n = x^n / y^n
In radical notation, these properties are written as
Raising a product to a power: \sqrt[m]{x · y} = \sqrt[m]{x} · \sqrt[m]{y}
Raising a quotient to a power: \sqrt[m]{x/y} = \frac{\sqrt[m]{x}}{\sqrt[m]{y}}",NA,"The paragraph only explains exponent rules and provides formulas; it does not involve error detection, correction, comparison, or warnings about common mistakes.",high,,C_control
34. The volume of a spherical balloon is 950 cm³. Find the radius of the balloon. (Volume of a sphere = 4/3 πR³).,NA,"The paragraph simply asks the student to compute a radius from a given volume using a formula; it does not involve error detection, correction, comparison, or warning about common mistakes.",high,,C_control
"7. Yusef’s phone plan costs $10 a month plus $0.05 per minute. If his phone bill for last month was $25.80, how many minutes did he spend on the phone?",NA,"The paragraph presents a straightforward word problem without any mention of errors, mistakes, or comparison of student work.",high,,C_control
"The formula for an exponential function is similar to the formula for finding the terms in a geometric sequence. An exponential function takes the form y = A · b^x where A is the starting amount and b is the amount by which the total is multiplied every time. For example, the bacteria problem above would have the equation y = 3000 · 2^x.",NA,"The paragraph only explains the exponential function formula and gives an example; it does not present an error, compare approaches, or warn about common mistakes.",high,,C_control
"Example 3
Find an equation of the line perpendicular to the line y = −3x+5 that passes through the point (2, 6).

Solution
The slope of the given line is -3, so the perpendicular line will have a slope of 1/3.
Now to find the equation of a line with slope 1/3 that passes through (2, 6):
Start with the slope-intercept form: y = mx+b.
Plug in the slope: y = 1/3 x+b.
Plug in the point (2, 6) to find b: 6 = 1/3 (2) +b ⇒ b = 6− 2/3 ⇒ b = 20/3.
The equation of the line is y = 1/3 x + 20/3.",NA,"The paragraph presents a straightforward worked example with no mention of errors, student work, or warnings about common mistakes.",high,,C_control
