paragraph,gpt_oss_or_label,gpt_oss_or_reasoning,gpt_oss_or_confidence,gpt_oss_or_considered,tier
"9-47. Using clay, make a rectangular prism or cube. An example is shown. Each person in your team should make a slightly different prism. a. Use your string to slice the rectangular prism by holding it tightly and pulling it through the solid. An example is shown. Place the newly created face, the one made by the slice and that came from the inside of the rectangular prism, on your paper and trace the resulting shape. What is the name of your shape? b. Which of the following shapes can you make by slicing your prism in different ways? Before making a new slice, reshape your prism. i. Triangle ii. Square iii. Rectangle iv. Trapezoid v. Parallelogram vi. Pentagon vii. Hexagon viii. Octagon ix. Circle c. Even though each team member had a slightly different rectangular prism, were you able to create the same kinds of cross sections? Were there any shapes that one team member could create and another could not?",NA,"The paragraph describes a hands‑on activity and discussion prompts, with no focus on detecting or correcting errors.",high,,B_boundary
"9.2.3 How much will fill it? VOLUME OF A PRISM Launch Mathematicians construct viable arguments and critique the reasoning of others. Your teacher will display a situation for you to consider. Which is the better deal? Be prepared to construct an argument to support your reasoning. Explore In this lesson, you will use your skills to investigate non-rectangular prisms and help Laverne plan to make a tasty dessert for her cousin. As you work, consider the following questions. • How can you see the shape in layers? • How can you slice the shape so that the layers are identical? Lesson Focus LANGUAGE OBJECTIVE Speak or Diagram: With teammates, I can connect baking a cake to calculating volume using terms such as “length,” “area,” and “height.” STANDARDS FOR MATHEMATICAL PRACTICE 2: Reason abstractly and quantitatively. 4: Model with mathematics. 8: Look for and express regularity in repeated reasoning. MAJOR CONCEPTUAL IDEAS • Geometric Relationships • Knowns and Unknowns",NA,"The paragraph describes lesson objectives and activities without mentioning any errors, mistakes, or conflict between students.",high,,B_boundary
"9-58. BIRTHDAY SWEETS Laverne is making a birthday dessert for her cousin Leslie. She wants to incorporate Leslie’s favorite ingredients: cookies and chocolate mousse. She will make the dessert in a special L-shaped pan that is 9.5 cm deep. First, Laverne is going to make a cookie crust as the bottom layer. The crust will be 1 cm thick so that it is nice and crunchy. She is going to add chocolate mousse on top of the crust until the mousse is 7 cm thick. Finally, she will add a 1.5-cm layer of whipped cream on the mousse and top it with chocolate sprinkles. a. The area the dessert will cover (in square centimeters) on the pan is 600 cm2. What is the length of the longest side of the dessert? Write an equation to solve for the length x. b. Laverne needs to know what quantity of cookies to buy to make the crust layer of the dessert. Does the measurement she needs describe length, area, or volume? Discuss this with your team, and then write down your explanation. c. One cookie can be crushed into about 5 cubic centimeters of cookie crumbs. Show Laverne how to determine how many cookies she will need to make the crust layer. Be sure to explain your reasoning. How many cookies should she buy? d. Laverne thinks she found a way to determine the volume of any prism easily. She thinks that if she multiplies the area of the base times the height, she can determine the volume. She wrote the formula: Will Laverne’s equation work to calculate the volume? Explain your reasoning. TOP VIEW 12 cm 22 cm x 24 cm 1.5 cm whipped cream 7 cm chocolate mousse 1 cm cookie crust V = Bh",NA,"The paragraph asks students to discuss and explain concepts, and to evaluate a student's claim, but does not present a specific error to find or correct, nor compare conflicting answers, nor warn about common mistakes.",high,,B_boundary
"9-59. Laverne wants the mousse on top of the crust to be 7 cm thick. How many cubic centimeters of mousse will Laverne need? Explain your reasoning. 9-60. Laverne has 1,200 cubic centimeters of whipped cream ready to spread on top of the mousse. Erika looked at Laverne’s notes about how much cream she would need and exclaimed, “You have too much! You’ll overflow the pan!” How could Erika know that Laverne has too much whipped cream? Be prepared to share your ideas with the class. Determine how much extra Laverne has or how much she still needs. 9-61. Laverne needs to be sure that her finished dessert will be enough to serve everyone. a. What is the total volume of dessert that Laverne is planning to make? Be ready to share your study team’s strategy with the class. b. If one serving is 285 cm3, how many people will the dessert serve? 9-62. The volume of the prism shown is 660 cm3. a. Write an equation to calculate the area of the base. What is the area of the base? b. What is the volume of a layer 1 cm high? Every face is a rectangle. c. Write an equation that could be used to determine the height of the prism. What is the height of the prism? 5 cm 6 cm x",NA,"The paragraph consists of standard word problems asking students to calculate volumes and share reasoning, with no mention of errors, mistakes, or comparing student work.",high,,B_boundary
"9.2.4 How much will it hold? VOLUME OF NON-RECTANGULAR PRISMS Launch Mathematicians construct viable arguments and critique the reasoning of others. Your teacher will display an image for a Which One Is Unique? activity. Be prepared to construct an argument for which one you believe is unique. Explore In this lesson, you will investigate different strategies for calculating the volume of non-rectangular prisms. The problems require you to describe how you visualize each shape. As you work with your team, ask each other these questions to focus your discussion: • How can the shape be broken down into simpler shapes? • Can you break the shape into equal layers or slices? Lesson Focus LANGUAGE OBJECTIVE Speak or Diagram: I can describe simple three-dimensional shapes I see within more complex three-dimensional shapes to teammates. STANDARDS FOR MATHEMATICAL PRACTICE 1: Make sense of problems and persevere in solving them. 2: Reason abstractly and quantitatively. 3: Construct viable arguments and critique the reasoning of others. MAJOR CONCEPTUAL IDEAS • Geometric Relationships • Knowns and Unknowns",NA,"The paragraph describes a lesson activity and objectives without mentioning any errors, mistakes, or error detection tasks.",high,,B_boundary
"9-71. THE SHELL BOX Laurel keeps her seashell collection in a small box that is shaped like a rectangular prism with a base of 4 inches by 3 inches and a height of 5 inches (see diagram). She wants to make a bigger box for her shells, and she has found a pattern that she likes. The pattern has two sides that are pentagons, and the finished box will look like a miniature house. Use the net on the Lesson 9.2.4 Resource Page to construct a paper model of Laurel’s new box. a. Calculate the volume of Laurel’s original small box. What method did you use? b. Laurel was trying to figure out the volume of the new box. One of her friends asked, “Why don’t you calculate the volume of one layer and then figure out how many layers there would be?” Another friend asked, “What if you separated the pentagon into two parts so that you have a rectangular prism and a prism with a triangle base? Then you could calculate the volume of the two parts separately and put them back together.” Talk about each of these strategies with your team. Could Laurel use these ideas to determine the volume of her new box? c. Work with your team to calculate the volume of Laurel’s new box. Show your thinking clearly and be prepared to share your method with the class. 4 in 3 in 5 in 9 in 6 in 8 in 5 in 5 in",NA,"The paragraph asks students to calculate volumes and discuss strategies, without presenting errors, mistakes, or conflicting student answers to be evaluated.",high,,B_boundary
"9-72. Determine the volume of the prism using any method you choose. Be prepared to explain your reasoning. 9-73. Bryan was looking at the prism in problem 9-72 with his team. He wondered how they could slice the prism horizontally into layers that would all be the same size. a. If the team slices the shape so that the bottom layer has the 10 ft by 38 ft rectangle as its base, will each layer be equal in size? b. How could the team turn or tip the shape so that if the shape is sitting on a table and is cut horizontally, each layer will be the same size and shape? Which face will rest on the table? c. When does it make sense to tip the shape in order to see the layers? Discuss this question with your team and summarize your conclusion. Closure Your teacher will give you instructions for a Closure activity. 25 ft 10 ft 10 ft 38 ft 12 ft",NA,"The paragraph presents a geometry problem and discussion prompts without any mention of errors, mistakes, or comparing students' work.",high,,B_boundary
"9-76. Use the prism shown to answer the questions. a. If the prism were sliced vertically, sketch the resulting cross section. b. If the prism were sliced horizontally, sketch the resulting cross section. 9-77. What are the area and circumference of a circle that has a diameter of 17 mm? Write your answers in terms of π and as a decimal approximation. 9-78. A bag of marbles contains only the colors red and green. a. If the probability of getting a red marble is 1 _ , what is the probability of getting a green marble? b. If there are 24 marbles in the bag, how many are green? c. What is the probability of drawing two marbles that are red? Note: The first marble is not replaced before drawing the second. Write your answer as a fraction and as a percent. d. What is the probability of drawing two red marbles if the first one is replaced before the second one is drawn? Write your answer as a fraction and as a percent. 9-79. This problem is a checkpoint for unit rates and proportions. It will be referred to as Checkpoint 9. For parts (a) and (b), compute the unit rate. For parts (c) and (d), solve the proportion. a. Tina drove 108 miles and used 4.5 gallons of gasoline. Compute the miles per gallon. b. If 17 oranges cost $3.23, compute the cost per orange. c. x __ = 20 __ d. 13 __ = m ___ Check your answers. Do you feel confident working with unit rates and proportions? For extra support, refer to the review materials and practice problems that are available in the Checkpoint Materials.",NA,"The paragraph lists standard practice problems without mentioning errors, mistakes, or comparing student work.",high,,B_boundary
"9-89. The Maverick Movie Theater sells a small tub of popcorn for $6. a. To keep its prices proportional to the amount of popcorn offered, what should the theater charge for the large tub shown? Show how you found your answer. b. The medium-sized tub is a prism with a square base that is 9 inches on each side and a height of 12 inches. It currently costs $32 and is not selling well. The owner wants you to decide whether this price is fair, as compared to the prices of the other sizes of popcorn tubs. How much should the medium tub cost if the owner wants it priced the same per cubic inch as the small tub? Write a note to the owner that explains whether the medium-sized tub is priced proportionally. c. Customers have complained that the large tub is too wide to carry into the theater without spilling. The owner wants to change the base to be a square with 10-inch sides instead. To keep the same volume, the owner thinks that the new tub will need to be 14 inches tall. She reasons that if the width gets two inches shorter, the height should grow by two inches. Do you agree? If so, show how you know. If not, determine the new height of the tub. d. The owner decides to create a new size with each dimension increased by 50% from the small tub. The owner plans to charge 50% more. Is this a good decision? If not, what should the owner charge, and what percent increase is your proposed price? Justify your answer. e. The owner wants to offer a tub of popcorn that would cost $15. She wants you to design the tub and keep the price and volume proportional to the small tub. While the box can have any length, width, and height, be sure to make it reasonable for someone to hold and for the employees to fill with popcorn. Draw a diagram of your box with all measurements labeled. LARGE SMALL 6 in 6 in 6 in 12 in 12 in 12 in",NA,"The paragraph presents a series of standard problem prompts without showing a student's error, comparison, or warning about common mistakes.",high,,B_boundary
"Closure 9-91. BECOMING MATHEMATICALLY PROFICIENT During this course, you have been asked lots of different kinds of questions. The purpose of many of the questions is to help you think in new ways. This course focuses on helping you use some very specific Mathematical Practices. The Mathematical Practices are different ways to approach a mathematics problem, pull it apart, and work on it. They include the ways you communicate mathematics to your teammates and teacher. They are what make you a mathematician, not just a number-cruncher! Two of the Mathematical Practices you may have used in this activity, for example, are making sense of problems and persevering in solving them and constructing viable arguments and critiquing the reasoning of others. You will learn more about what these mean. a. With your team, read and discuss the descriptions. Make sense of problems and persevere in solving them Making sense of problems and persevering in solving them means that you can solve realistic problems that are full of different kinds of mathematics. These types of problems are not routine, simple, or typical. Instead, they combine lots of mathematical ideas and real-life situations. In this course, you made sense of such problems and persevered in solving them on a daily basis. You carried out investigations that were not simply “word problems.” By making sense of a problem, rather than being told how to solve it step-by-step, you developed a deeper understanding of mathematics. You also learned how to carry out mathematical procedures fluently and efficiently. In addition to learning and using problem-solving strategies, you had to stick with challenging problems, trying different strategies and using all of the resources available to you. Construct viable arguments and critique the reasoning of others An important practice of mathematics is to construct viable arguments and critique the reasoning of others. In this course, you regularly shared information, opinions, and expertise with your study team. You took turns talking, listening, contributing, arguing, asking for help, checking for understanding, and keeping each other focused. During this process, you learned to use higher-order thinking. “Critical thinking” is another way to describe “higher-order thinking.” It can be difficult to learn, but it is extremely valuable. Learning how to think critically helped you understand concepts more deeply. It helped you to apply newfound ideas in all sorts of problems, not just the specific concept you happened to be working on. Problem continues on next page. 9-91. Continued from previous page. You and your study teams used higher-order, critical thinking skills any time you provided clarification, built on each other’s ideas, analyzed a problem by breaking it into smaller parts, came to an agreement during a discussion, and productively criticized each other’s ideas. Justifying and critiquing was a part of your daily classwork, not an occasional assignment. For each problem, you were expected to communicate your mathematical conclusions in writing, in oral presentations, or in poster presentations in a clear and convincing manner. b. How did you make sense of problems and persevere in solving them when you solved problem 9-89? Be ready to explain your ideas. c. How did you construct viable arguments and critique the reasoning of others while doing problem 9-89? How is critiquing the reasoning of others important in problems such as this one? d. Work with your team to brainstorm other problems in this course in which you made sense of problems and persevered in solving them and constructed viable arguments and critiqued the reasoning of others. Be ready to share your ideas with the class. Review & Preview Your teacher will give you instructions for a Review & Preview activity.",NA,"The paragraph describes reflective activities and discussion prompts about mathematical practices, without presenting any student error, error detection, or warning about common mistakes.",high,,B_boundary
"9-96. Since it is impossible to count every animal, biologists use a process called “tag and recapture” to help them estimate the size of a population. Tag and recapture involves collecting a sample of animals, tagging them, and releasing them back into the wild. Later, biologists collect a new sample of the animals and count the number of first-time captures and the number of recaptures in the sample. Then they use the data to estimate the population size. Your team will use the tag-and-recapture process to estimate the number of “fish” (beans) in your “lake” (paper bag). a. How many fish do you think are in your lake? Make an estimate. b. Use the “net” (small cup) to collect an initial sample. Carefully count the number of fish in the sample and record the data. c. To tag the fish, either replace each fish in the sample with a fish of a different color or mark both sides of each captured fish with a pen. Add these tagged fish back to the lake. Be careful not to let any of the fish jump out onto the floor! If you replaced the fish with fish of different colors, then put the original fish from your sample aside. Do not return them to the lake, or else this will increase the number of fish in the lake. d. Gently shake the bag to mix the fish thoroughly. Then collect another sample. Count the number of tagged and untagged fish in this new sample. Record the information. Then return the entire sample to the lake. e. Look over the data you have collected so far. How many tagged fish are in the lake? How many tagged fish were in the second sample? What was the total number of fish in the second sample? Use this data and equivalent ratios to estimate the total number of fish in the lake. f. Repeat the process outlined in parts (d) and (e) to get a second estimate of the total number of fish in the lake. Is this second estimate close to the first? g. Your solutions represent two estimates for the fish population of your lake. While it is important to get an accurate count, each time you net a sample, it costs taxpayers $500 for your time and equipment. So far, your samples have cost a total of $1,000. If you think your estimate is accurate at this point, begin part (h). If you think you should try another sample for better accuracy, repeat the tag and recapture process to calculate another estimate. Draw as many samples as you need, but remember that each sample costs $500. h. Calculate the mean of your estimates and use it to represent your overall estimate of fish in the lake. Count the fish in your lake to determine the actual population. Then record your team’s data in the class table. i. Was your estimate close to the actual population? Was it better than your estimate from part (a)? If not, what might have affected it? Do you think that this method of estimating populations is accurate? Why or why not?",NA,"The paragraph describes a hands‑on activity for estimating a population using tag‑and‑recapture. It does not present student errors, compare approaches, or warn about common mistakes.",high,,B_boundary
"set A collection of items. shape (of a data display) Some of the words statisticians use to describe the overall shape of a data distribution include: symmetric, skewed, single-peaked, double-peaked, and uniform. Examples are shown. side of an angle One of the two rays that form an angle. simple interest Interest paid on the principal alone. simulation (probability) When conducting an experiment with an event that is unrealistic to perform, a simulation can be used. A simulation is a similar experiment that has the same probabilities as the original experiment. single-peaked See shape (of a data display). skewed (data display) See shape (of a data display). solution The number or numbers that when substituted into an equation or inequality make the equation or inequality true. For example, x = 4 is a solution to the equation 3x = 12 because 3x equals 12 when x = 4. solve To determine all the solutions to an equation or an inequality. The solution(s) may be number(s), variable(s), or an expression. spread (data display) A measure of the amount of variability in a data set. Three ways to measure spread are the range, the mean absolute deviation, and the interquartile range. square A quadrilateral with four right angles and four congruent sides. square units The units used to describe the measure of an area in the form of 1 × 1 unit squares. stoplight icon The icon shown will appear periodically throughout the text. Problems that display this icon contain errors of some type. SKEWED SYMMETRIC SINGLE-PEAKED DOUBLE-PEAKED UNIFORM Core Connections Course 2",NA,"The paragraph only provides definitions and a note about an icon; it does not ask the reader to find, correct, or compare errors, nor does it warn about a common mistake.",high,,B_boundary
"Checkpoint Materials Note to Students Students learn in different ways and at their own pace. In this course, you will be asked to demonstrate a variety of skills; some are new, while others you started to develop in earlier grades. No single approach works for everyone, so it is recommended that you have multiple opportunities to practice and determine what works best for you. Throughout the course, you will encounter nine Checkpoint problems, each marked with the icon shown. After completing each one, you can check your answers in the solution section. If your answers do not match, additional practice is available, including explanations of the Checkpoint problems, worked examples, and full solutions to help you strengthen your skills and your confidence. Improvement in learning, similar to skill development in activities such as sports, music, and art, comes from consistent practice. You have access to various resources in class to assist you, but deciding how many extra practice problems to tackle or when to tackle them is up to you. Setting personal goals for confidently solving problems can enhance your progress. Taking charge of your learning is essential in your journey. Remember that support is always available if you encounter challenges. Checkpoint Topics 1. Area and Perimeter of Polygons 2. Multiple Representations of Portions 3. Multiplying Fractions and Decimals 5. Order of Operations 6. Writing and Evaluating Algebraic Expressions 7A. Rewriting Expressions 7B. Displays of Data: Histograms and Box Plots 8. Solving Multi-Step Equations 9. Unit Rates and Proportions",NA,"The paragraph only provides general instructional guidance and does not present any error-focused task, warning, or comparison.",high,,B_boundary
"Checkpoint Materials Checkpoint 5 ORDER OF OPERATIONS Review In general, rewrite an expression by using the Order of Operations. • Evaluate each exponential (for example, 52 = 5 ⋅ 5 = 25). • Multiply and divide each term from left to right. • Combine like terms by adding and subtracting from left to right. Rewrite the expressions in parentheses or any other expressions of grouped numbers first. Numbers above or below a “fraction bar” are considered grouped. A good way to remember is to circle the terms, as in the following example. Remember that terms are separated by + and – signs. Problem 5-138 answers a. 20 b. –4",NA,"The paragraph provides general instruction on order of operations and a problem, without mentioning student errors, comparisons, or alerts.",high,,B_boundary
"Examples 1. Evaluate 12 ÷ 22 – 4 + 3(1 + 2)3 SOLUTION Circle the terms. Simplify within the circled terms: Be sure to perform the exponent operations before dividing. Then perform the exponent operation. Next, multiply and divide left to right. Finally, add and subtract left to right. Evaluate within circled terms using the Order of Operations. 12 ÷ 2 2 − 4 + 3(1 + 2) 12 ÷ 2 2 − 4 + 3(1 + 2) 3 − 4 + 3(3) 3 − 4 + 3(27) 3 − 4 + 81 −1 + 81",NA,"The paragraph provides step‑by‑step instructions for evaluating an expression and does not present a student's error, compare approaches, or warn about a common mistake.",high,,B_boundary
"Selected Answers 3-67. a. −2 1 _ b. −14 c. 12 d. 0 3-68. a. 13 _ or 1 1 _ b. 11 _ c. 6 _ or 1 _ d. 28 _ or 7 _ 3-69. 3-78. a. 2 3 _ · 5 6 _ ; 1 _ · 1 _ = 1 _ 1,000 b. 4 _ 1,000 · 3 42 _ ; 1 _ 1,000 · 1 _ = 1 _ 100,000 3-79. a. 0.004 b. −0.0006 c. 0.28 d. Stephanie is correct. 3-80. |20,335 − (−282)| = 20,617 feet 3-81. mean = 3.9, range = 14, median = 3 3-82. a. 10 _ or 5 _ b. 6 _ or 3 _ 3-88. a. 2; Responses may vary. Since you are dividing two negative values, you should get a positive value. Students may also show that the reverse confirms the quotient by multiplying 2 ⋅ (−4) = (−8). b. −6; Responses may vary. c. −12; Responses may vary. d. −17; Responses may vary. 3-89. a. −9 b. −18.7 c. −28 d. 6 3-90. a. 13 _ 7 b. 5 _ c. 1 _ d. 8 _ 3-91. Possible responses include: 3 · 8 + 6 − 2 = 28, 6 · 8 ÷ 3 + 2 = 18, 3 · 6 + 2 · 8 = 34 3-92. a. 5 _ ⋅ 7 _ = 1 b. 8 _ ⋅ 13 _ 8 = 1 c. 27 _ ⋅ 31 _ = 1 d. 5 _ ⋅ 2 _ = 1 e. Each problem is a pair of fractions whose product is 1. 3-99. a. − 3 _ or −0.75 b. − 3 _ or −0.75 c. 0 d. not possible 3-100. a. 4 1 _ b. −2 1 _ c. −1 1 _ d. 5 1 _ 3-101. a. b. 1 _ ⋅ 2 _ c. 2 _ of the playground 3-102. a. − − − − − − − − b. − − − − − − −8 −4 3-103. 3-113. a. 63 b. 63 c. Responses may vary. 3-114. a. (0.3)(0.04) = 0.012 b. 5.13 + 12.6 = 17.73 c. 47.7 − 23.19 = 24.51 d. (0.20)(0.065) = 0.013 e. 1.4 + 0.14 = 1.54 3-115. a. decimal point in wrong place; 5.0 b. decimal points not aligned; 469.213 c. did not write 0s as place holders in top number; 37.163 d. decimal point in wrong place; 0.003702 e. did not write 0 as placeholder in top number; 3,971.32 f. decimal points not aligned; 78.473 3-116. a. 9 _ b. 1 _ c. 38 _ 9 = 4 2 _ d. 36 _ 5 = 7 1 _ e. 12.308 f. 0.000208 1_ 2_",NA,"The paragraph is a list of answer keys and brief comments, without any prompt to locate or correct errors, compare student work, or warn about common mistakes.",high,,B_boundary
"Selected Answers 6-30. a. 7 is the constant term when like terms are not combined (5 is the constant term after the 2 is distributed and like terms are combined). b. 2 and 4x + 1; 4 and x c. Expressions may vary. One possible example is −3m + 17. d. Responses may vary. 4 and 11 are coefficients. −37 is a constant term. 4x2, 11y, and 37 are the three terms. 4x2 + 11y − 37 is an expression (but so are 4x2, 11y, and −37). x and y are variables. e. Responses may vary. −8 and m + n are factors of −8(m + n). −8(m + n) is a product. 5 − m _ n is a quotient. m + n is a sum (the entire expression is also a sum). 6-31. a. $123 b. 75%; $615 c. $902 6-32. 16 or 17 times 6-33. a. perimeter = 4x + 6 (assuming x ≥ 3), area = 4x + 4 b. perimeter = 4x + 12 (assuming x ≥ 1), area = 2x + 5 6-41. a. x < 1 b. x ≥ 10 6-42. a. no b. yes c. yes d. yes 6-43. a. 30 b. −21 c. 0 6-44. 4x + 4 a. 32 cm b. 26 cm 6-45. a. Responses may vary, but could include the following: A triangle has a long side that is twice as long as the short side. The medium side is two more than the short side, and the total perimeter is 74 units. How long is the short side? Other scenarios could involve ages, distances, etc. b. Possible response: short side length, long side length, and medium side length c. Possible response: total perimeter 6-46. a. 1.5 gallons b. 20 minutes 6-53. a. 3(x + 1) = 12 or 3x + 3 = 12 b. x = 3 6-54. a. Lakeesha’s reasoning is correct. b. x + 1 = 4 c. 3 + 1 = 4 6-55. a. 25(3x − 2) b. 16x(2x + 3) c. −10(4m + 3) d. 9m(7m − 6) 6-56. a. x = −4 b. x = 4 c. x = 14 6-57. 20 _ 5 and −20 _ −5 both equal 4. −20 _ 5 , 20 _ −5 , and − 20 _ 5 all equal −4. 6-58. a. 58.8x − 29.7 b. 3 _ x − 23 _ 6-64. a. −17 = −17; −5 is a solution. b. 16 ≠ 20; 4 is not a solution. 6-65. a. x − 4 b. 2x + 12 6-66. a. −2 < 4 b. −20 = −20 c. 13 < 24 d. −8 < −4 6-67. a. 9 b. 6 6-68. a. perimeter = 40.3 yards, area = 77 square yards b. perimeter = 60 feet, area = 150 square feet 6-69. If x represents the number of yards gained by Alston, then the equation is x + 3x + 3x + 10 = 430; x = 60; 180 yards 6-77. a. x = 7 b. x = 15 6-78. a. 224 students b. 50% c. 10% 6-79. a. at least 91% b. at least 88.5% 6-80. a. 4(5y − 21) b. 24b(1b + 4)",NA,"The paragraph is an answer key listing solutions; it does not ask the reader to find or correct errors, compare approaches, or warn about common mistakes.",high,,B_boundary
"Selected Answers 8-35. a. x = 7 b. x = −1 c. x = 2 d. x = 4 8-40. The true percentage of customers who buy Super Scout cookies is probably between 25% and 33%. 24.25 29.5 32.75 PORTION OF CUSTOMERS WHO BUY SUPER SCOUT COOKIES (%) 8-41. a. no; She needs 91 tiles. She needs 5 more tiles. b. yes; She needs 13 + 13 + 5 + 5 = 36 tiles. Students may get confused about the overlapping corners. She will have 50 tiles left over. Diagrams may vary. 8-42. ( 1 _ )(4)(6 + h) = 36; 12 cm 8-43. a. − 7 _ b. − 35 _ or − 7 _ c. 27 _ or 2 1 _ d. − 56 _ e. 1 f. 36 _ or 3 8-44. a. 11.5 b. 6 c. 45 _ or 2 13 _ 8-45. $10.80 8-55. a. 40° b. 100° c. 90° d. 35° 8-56. a. x + x + 10 = 24, x = 7 b. k + 55° = 90°, k = 35° 8-57. a. 27 _ or 9 _ b. − 3 _ c. 40 _ or 2 2 _ d. 49 _ or 3 1 _ e. − 1 _ f. − 252 _ 1,350 or − 14 _ g. −11 7 _ h. −24 8-58. a. b. The mean is 25.35, the median is 19.5 minutes. The distribution has two peaks and the measures of center fall between the peaks. Typical times seem to center around 10 minutes and 45 minutes. c. There are two groups of students. Possibly, some walk home and others take the bus, or perhaps the school serves two neighborhoods and one is farther away than the other. 8-59. The probabilities are the same at 60%. 8-60. 3 _ x = 61.5, x = 82 miles 8-69. 4x + 60° = 180°; x = 30° 8-70. a. vertical b. complementary c. supplementary d. adjacent 8-71. a. a trapezoid b. ∠A is an acute angle, ∠B is an obtuse angle, ∠C and ∠D are right angles. FREQUENCY 8.5 19.5 42.5 TIME FROM SCHOOL TO HOME (minutes)",COMMON_ERROR_ALERT,"The paragraph includes a warning that ""Students may get confused about the overlapping corners,"" which alerts readers to a common mistake.",high,,B_boundary
"Methods & Meanings continued from previous page. The area of a rectangle is determined by multiplying the lengths of the base and height, so the area of a rectangle is A = b · h. See the examples. The area of a parallelogram is equal to the area of a rectangle with the same base and height. If the base of the parallelogram is length b and the height is length h, then the area of the parallelogram is A = b · h. The area of a triangle is half the area of a parallelogram with the same base and height. If the base of the triangle is length b and the height is length h, then the area of the triangle is A = 1 _ b · h. Finally, the area of a trapezoid is determined by averaging the two bases and multiplying by the height. If the trapezoid has bases b1 and b2 and height h, then its area is A = 1 _ (b1 + b2)h. area = 5 · 3 = 15 square units h b b h b h b2 b1 h",NA,"The paragraph only explains area formulas and gives examples; it does not present errors, compare student work, or warn about common mistakes.",high,,C_control
"coordinate The number corresponding to a point on the number line or an ordered pair (x, y) that corresponds to a point in a two-dimensional coordinate system. In an ordered pair, the x-coordinate appears first and the y-coordinate appears second. For example, the point (3, 5) has an x-coordinate of 3 and a y-coordinate of 5. See ordered pair. coordinate graph (system) A system of graphing ordered pairs of numbers on a coordinate plane. An ordered pair represents a point, with the first number giving the horizontal position relative to the x-axis and the second number giving the vertical position relative to the y-axis. See ordered pair. corresponding parts Points, sides, edges, or angles in two or more figures that are images of each other with respect to a transformation. If two figures are congruent, then the corresponding parts of the figures are congruent to each other. See congruent. counterexample An example showing that a statement has at least one exception; that is, a situation in which the statement is false. For example, the number 4 is a counterexample to the statement that all even numbers are greater than 7. cross section The intersection of a three- dimensional solid and a plane. cube A polyhedron of six faces, each of which is a square. cubic unit A cube, each of whose edges measure 1 unit in length. Volume is measured in cubic units. data display A visual way for organizing information. Some data displays used in this course are bar graphs, box plots, dot plots, histograms, scatter plots, and Venn diagrams. decimal point The dot separating the whole number from the decimal portion, that is, the ones and tenths places in a decimal number. degree A unit for measuring angles. Usually denoted by ° (the degree symbol). There are 360° in one full rotation. denominator The lower part of a fraction, which expresses into how many equal parts the whole is divided. dependent events Two events are dependent if the outcome of one event affects the probability of the other event. For example, if one card is drawn out of a deck of cards, then the probability that the first card is red is 26 __ = 1 _ because 26 of the 52 cards are red. However, the probability of the second card now depends on the result of the first selection. If the first card was red, then there are now 25 red cards remaining in a deck of 51 cards, and the probability that the second card is red is 25 __ . The second event (selecting the second card) is dependent on the first event (selecting the first card). diameter A line segment drawn through the center of a circle with both endpoints on the circle. The length of a diameter is usually denoted d. Note that the length of a circle’s diameter is twice the length of its radius. See circle. Glossary",NA,"The paragraph is a glossary defining terms; it contains no prompts to find or correct errors, compare student work, or warn about common mistakes.",high,,C_control
"7-15. Side lengths are now 12.5 feet, 10 feet, 10 feet, and 17.5 ft; The original perimeter was 20 feet, and the enlarged perimeter is 50 ft; The original area was 22 squared feet and the new area is 137.5 squared feet. 7-22. a. No, she will only go 20 miles. b. 0.9 hours or 54 minutes. 7-23. a. 5 _ b. 6 _ c. Responses may vary. For example, the product of the scale factors is 1. The scale factors are reciprocals. 7-24. a. 11 _ x − 1 _ b. −1.8 + 1.1x 7-25. 7-26. a. A tree diagram with 6 possible bouquets. b. 1 _ c. 2 _ d. 1 _ 7-27. a. 1.5 degrees Fahrenheit b. Q1 = −2, Q3 = 5 c. IQR = 5 − (−2) = 7 7-34. a. (0.2)(25.7) = 5.14 kWh, 25.7 − 5.14 = 20.56 kWh, or 100% − 20% = 80%, (0.8)(25.7) = 20.56 kWh b. Responses may vary. Students might suggest various ways to reduce energy consumption such as turning off lights when not in use, unplugging electronics when not in use, or using natural lighting during the day. 7-35. a. 7x + 1 b. 2x + 1 c. x2 + 3x d. 6x − 4 7-36. a. 24 b. 32 7-37. Australia: 60 and 66 mph, South Africa: 60 and 72 mph, Great Britain: 58 and 67 mph, Turkey: 54 and 54 mph 7-38. a. 24 b. 42 c. 2 5 _ d. − 41 _ or −1 11 _ e. −2.81 f. 3 _ 7-39. a. HEIGHT (cm) FREQUENCY b. There are no apparent outliers, either the mean or median would be appropriate. c. median: 122 cm, mean: 124.82 cm d. The data is roughly symmetric and single-peaked. The data has a moderate spread, with values ranging from 106 to 147, and the mean absolute deviation of 12.72 suggests the data is relatively closely packed. 7-46. Method 1: (0.15)(2,800) = 420, 2,800 − 420 = 2,380 Calories per day, Method 2: 100% − 15% = 85%, (2,800)(0.85) = 2,380 Calories per day 7-47. x = growth of the semi-dwarf tree; x + 0.5x + 3x = 27; the dwarf grew 3 inches, the semi-dwarf grew 6 inches, and the full-size tree grew 18 inches. 7-48. $75 0% 100% NUMBER OF STUDENTS 60% 40% PORTION OF STUDENTS",NA,"The paragraph is an answer key listing solutions; it does not ask the reader to find or correct errors, compare student work, or warn about common mistakes.",high,,C_control
